Dim1,Dim2,Dim3,Dim4,Dim5,Dim6,Dim7,Dim8,Dim9,Dim10
-0.6496380404420389,-0.3190746499187898,-0.10428685648929363,0.026873824021656566,0.3786306418014002,-0.15716341813864995,0.1990169149494686,-0.13778530535915978,-0.6680137848699953,0.9638869966763007
-0.6434843768355613,-0.3960478932330651,0.4415419318777297,0.06519410342749275,0.14910506343008556,0.19994273571458726,0.9023045170836714,-0.22365012382947302,0.10870523848132048,-0.35071386537796856
-0.9198626306015505,-0.3661316550962204,0.46394617589771386,0.050482815187057994,0.006863870479944353,0.3476197538072436,1.318641757155512,-0.3860437601402622,0.5312750405119114,-0.30968069264184145
-0.638852394252426,-0.39101514298252654,-0.019369314304387618,0.04905323042565709,0.2157613475394095,-0.14805609555964974,0.22455805230226017,-0.11463786100771638,-0.6069165001796623,0.9531284955721773
-0.524424486988451,-0.37653345980526104,-0.14827043560153474,0.004255364127319064,0.844353061419401,-0.28679735589400457,-0.4104534542523802,0.0626627139540242,0.08962836342269659,-0.35852968058283263
-0.5755081553708467,-0.38253242463493414,0.4683612038068003,0.07987041853897722,-0.10342882747104462,0.176014441642731,0.8683935241368157,-0.16352074961077287,0.04308647323034094,-0.4084579574631724
-0.7975740431593089,-0.3918114119592274,0.5400633949887592,0.05604057472934564,0.050252703990764314,0.43549057622553017,1.3711439788070054,-0.4308495638931457,0.6692965329012065,-0.2456014649842461
-0.8626453292851769,-0.3919669309662277,0.4544285066729092,0.07951362516685787,-0.042152776213185104,0.2486189040607826,1.1584115259468135,-0.28977972606599506,0.24385285746959648,-0.19078519324506843
-0.4450727199480252,-0.33866781241599647,-0.022571602872392467,0.05149757156322579,0.19280503153860615,-0.11156796559062554,0.1625523785461925,-0.08869905007211107,-0.3750090994184835,0.6382991180653372
-0.6563034034155627,-0.37662045250712345,0.579265596353248,0.02612962303838927,0.014869955610417016,0.3672625379433254,1.249296604599297,-0.3169707874732711,0.33470438357880916,-0.20613253356534256
-0.4568596016385062,-0.38636665556491717,0.5490229027388807,0.06463796431571632,-0.05587330108436894,0.26540216807437295,0.9217120034602393,-0.20332156655921008,0.15266698554550454,-0.3284627408807295
-0.6409379160564171,-0.39529769705800116,0.46917726942770294,0.096162297482012,-0.16358030641632196,0.18056466139123512,1.0011336931399188,-0.19626829686099406,-0.029338362386713945,-0.2542470055777851
-0.6838944977414626,-0.334405323341189,0.4720244899874909,0.052249429212061035,0.06192293423788659,0.27353803002905025,0.9009018746067013,-0.16153010806502413,0.0671523949824816,-0.20903363757331195
-0.5662072124224524,-0.3524171994391297,-0.07271281230478077,0.06368158963589128,0.2714122169089161,-0.14197365121843708,0.24256989148074953,-0.13613746329862939,-0.5570532964923425,0.9971797873490215
-0.5159037639622498,-0.38151746154424965,-0.16673162014478643,-0.005543189372694844,0.8194729421454211,-0.4145521855805994,-0.5865420436498499,0.16580642059665854,-0.05755730194604597,-0.40075717980582287
-0.41232615245009835,-0.3660145526775214,0.03634498271560113,-0.06407788580483376,0.23790197455220014,-0.27523232677719983,-0.1587497890018834,-0.0012253891616646406,-0.3909949058425333,0.9100042432165644
-0.5736846618258508,-0.44869810696803747,-0.11940788696236086,0.02631761122988106,0.8605149945659666,-0.3103687005213114,-0.4049630980271457,0.08188268157415708,0.1037094487833733,-0.3387761638330355
-0.6049546511763135,-0.2767998398792887,-0.0755185338056076,-0.0028912958437043285,0.2814281121015758,-0.1483984930126109,0.16002784435986744,-0.08674235991815034,-0.4870104918643836,0.5242590664288628
-0.6406831408258079,-0.38037559624344,-0.017381017502353317,0.03913481209566155,0.21802019277189902,-0.14852604573154474,0.22703001180084192,-0.1115060133527394,-0.6012231485606963,0.9405213307144672
-0.6514687870154207,-0.30843510317970324,-0.10229855968725933,0.01695540569166103,0.3808894870338897,-0.15763336831054495,0.20148887444805036,-0.1346534577041828,-0.6623204332510293,0.9512798318185907
-0.8004020538697659,-0.39696123905849445,0.5067066297886333,0.05036630312550079,0.12344724712091078,0.2943969380076553,1.23474804678601,-0.30202518926573774,0.21515932075577152,-0.24467574778079304
-0.4661639944550073,-0.2140468809986744,-0.10005446307489586,0.016494960148018763,0.0868039358024416,-0.16671429291514955,0.14660065009008275,-0.04498074033538625,-0.4970727018090774,0.49795910126279297
-0.7560451825535319,-0.4182603346808041,0.5396403372831351,0.08396526243083141,0.024787328884460544,0.2874607206036658,1.237135015850709,-0.26988288144291844,0.13388265337795185,-0.2483606726412945
-0.8591199162915478,-0.37969090304582287,0.5084555522207468,0.137572745582471,-0.11079798851769115,0.42898789864109566,1.3246212484808428,-0.33887714165824084,0.4940162402865633,-0.2616872848648718
-0.7846921537223065,-0.39578115975207423,0.498179904506419,0.05051904829825744,0.09954497794496181,0.3458827482402041,1.2043991172083746,-0.36798654614720555,0.4233233339246477,-0.08189072208670395
-0.5543553033321129,-0.2821148003446635,-0.08219452152537988,-0.002065767714442887,0.26839490330075505,-0.1317776351576004,0.17220674734817532,-0.10400674291117819,-0.3443131305380204,0.5826190973573739
-0.65563982234837,-0.3804051862986424,0.5133329998305606,0.09128871703032593,-0.21078923393259158,0.27093094138323887,1.1682866835745147,-0.25662882120471114,0.20241434655277918,-0.4099997540129035
-0.7676212702244822,-0.39125961341603516,0.44439086304922903,0.168215736274719,-0.14546714994835536,0.34031231827510444,1.1228540571189907,-0.29387897772495114,0.2952234807390256,-0.19294929125652616
-0.3901467660472663,-0.2601474275904738,-0.03787286458843105,-0.03599367255345156,0.19219803006831818,-0.23340286262426344,-0.10380543426475754,0.015132593157731154,-0.35683199828374107,0.48434356564449216
-0.40498956987762175,-0.22108065021753776,-0.07962200814013555,0.03498929278318335,-0.09370122918751352,-0.1074137799240927,0.3369776922127639,-0.019114835991681074,-0.036982486432435846,-0.10929419226944925
-0.6709945799890842,-0.3614447255203393,0.6237052698745889,0.02077935403392446,-0.03251447070041425,0.45885722011390195,1.4143857643712765,-0.377960666069742,0.5465432508622704,-0.3413201226803271
-0.6624824741193381,-0.42611292343039253,-0.013538821857439534,0.06845256317228202,0.36981081899865115,-0.13229242107035563,0.2629198449764318,-0.14199557315084335,-0.6026605606504706,0.986622503476746
-0.6556290926299386,-0.380121970071217,0.5136169429490437,0.09081202847754719,-0.2109647327271532,0.2721593435618116,1.166222852911898,-0.257258175457465,0.18250050489674735,-0.38943459469276964
-0.3335341480704173,-0.20003470662488618,0.41507778517659727,0.2030408482951826,-0.3507682685781044,-0.0012292647869681238,0.614038844962158,0.23904872152463852,-1.4494213577595856,-0.3693677236125847
-0.7342458492600016,-0.37252300749385153,0.5357981416382214,0.05464751135421097,-0.1270032973422915,0.2712270959424767,1.2012451826751194,-0.23939332164481444,0.13532006546772618,-0.2944618454035732
-0.35375829160726024,-0.274482066058669,-0.012322783287960519,0.08459812466096127,-0.18379637115491937,-0.06335531581340993,0.25473260089429234,0.03493802831940217,-0.022150963189150014,-0.03636823148537632
-0.4103492118398806,-0.3252755943347153,-0.05105126147163864,-0.03448253396586822,0.3022189245987088,-0.2630211994988338,-0.11121825779230832,-0.0367625067534768,-0.35444764970033277,0.9752093240986474
-0.5689160096934565,-0.27597380771492763,-0.061347435890657075,0.07425089645767487,0.11126150301494038,-0.09127044595930932,0.1695147019351748,-0.0576266336768113,-0.7180556630426348,0.9737372261534154
-0.29555596712100296,-0.3009574386909336,-0.001389097921204451,0.040199902691914945,-0.14341374444804528,-0.13417407425709213,0.21877508777513618,0.02132909585894747,0.00030695031368718404,-0.08160194597720544
-0.7985605775779526,-0.40731756957015564,0.5050022761050821,0.05980803290271759,0.12101290309385963,0.296095290358123,1.2302122566248117,-0.3057863911734686,0.1895521274807737,-0.2115034236029491
-0.6559556585742915,-0.3642939153184821,0.49253069929801224,0.033787483085645456,-0.017208546853693395,0.17461224385150106,0.9058878133986186,-0.14252404814314537,0.0015993854202857886,-0.326092373031686
-0.3332841068089005,-0.2694399620152697,0.5272079132429395,0.197851978972343,-0.3713260730950542,0.03418363375949504,0.749937195839322,0.24666218532812256,-1.449359058745289,-0.46898455118063226
-0.2593935235888619,-0.2356123715052464,0.0422746663064845,-0.06824218134369471,0.09017878714053919,-0.1542736842127236,-0.05986164313723149,-0.010540594416840078,-0.20196763106866,0.5094624589270775
-0.44690346652140706,-0.3280282656769099,-0.020583306070358166,0.041579153233230255,0.19506387677109566,-0.11203791576252055,0.16502433804477426,-0.08556720241713409,-0.3693157477995175,0.6256919532076272
-0.6817479149421592,-0.36115614106043586,0.490838493718005,0.11966908148673704,-0.1339165980735011,0.370326677732683,1.1608287852840156,-0.27876672878156683,0.26227400449600896,-0.2803338536968194
-0.7057383819694036,-0.39133680136822374,0.3889798656435225,0.09481811402162857,-0.016319461109448718,0.1529362995891419,0.8280318269070917,-0.21077530637697647,0.15731261685117726,-0.31738847016237776
-0.662726519631516,-0.44075180801752833,0.47330340819109984,0.1250033600058537,-0.011965178984131488,0.1980266882309969,1.034959695652892,-0.22738721091185188,-0.0506896161325201,-0.18758067349537258
-0.8119674118222849,-0.3696773015663001,0.4117410986732103,0.13414008841660965,-0.04698273050646672,0.34847693785766665,1.1184032573916751,-0.3266506398005243,0.3565863064608134,-0.1686992070758909
-0.43124392104233206,-0.2811176341855533,0.5029622531071096,0.2123814676877082,-0.20409283049383156,0.055136090842152485,0.8227625995417428,0.21153065319405046,-1.4470323635232842,-0.4395510838862449
-0.40149121061590193,-0.2770056235918517,0.5075172438423062,0.2729308903753647,-0.2300038174268549,0.13963367896126985,0.7928322271629022,0.23602384471478274,-1.4781614840749195,-0.33331811167564107
-0.5939529065108733,-0.2724920612905827,0.4216217197967707,0.2668673743121683,-0.1395521566648527,0.07373826075936599,0.663163542259997,0.21442314559957554,-1.342999378785284,-0.327632005591139
-0.7571712208503523,-0.4301011112373746,0.31630050962804307,0.09445710913904698,0.28098901328090004,0.08819666601946213,0.6902540392581533,-0.21430535815969037,-0.03442852011233415,-0.07071930546421154
-0.9416619638950807,-0.41186898228317304,0.46778837154262765,0.07980056626367844,0.15865449670669649,0.3638533784684327,1.354531590331102,-0.41653331993836623,0.5298376284221371,-0.2635795198795627
-0.5108473837207326,-0.25632169103817537,-0.1288227857585819,0.04626008001337963,0.184006465502266,-0.17547921804118863,0.18558972067968388,-0.09602368577639572,-0.678075994814689,0.9375870315102308
-0.6087226074468731,-0.3414744343284813,-0.10735087348283379,0.039524360107777455,0.36763779111831524,-0.13333908146397985,0.235647132254852,-0.17204097302917953,-0.5013838223895207,1.0340370363873668
-0.7160185299744197,-0.37513949033280547,0.5456694567832012,0.11758021222151017,-0.14843958213052794,0.3612298105307859,1.2003019147745526,-0.22813021289334323,0.15373073934519993,-0.20961118858825817
-0.45629724615120515,-0.38634176760919287,-0.10284117210652045,-0.02942105013013359,0.617696527019888,-0.35769561386583515,-0.5529126828348807,0.14792832718428575,0.09199500379830325,-0.44426154708375604
